Product_ID,Product_Name,Product_Group,Primary_Category,Street_Address,Locality,Region,Mailing_Address,Postal_Code,Website,Facebook,Twitter,Latitude,Longitude
4548474,Averill Creek Vineyard,Activities_Attractions,A&A - Attractions,6552 North Rd,Duncan,Vancouver Island,6552 North Rd,V9L6K9,http://www.averillcreek.ca,https://www.facebook.com/#!/AverillCreekVineyard,http://twitter.com/#!/averillcreek,48.81238,-123.7648
100354,Distinctly Kelowna Tours,Activities_Attractions,A&A - Tours,875 Wardlaw Avenue,Kelowna,Thompson Okanagan,216 Poplar Point Dr,V1Y5C1,http://DistinctlyKelownawineTours.ca,http://www.facebook.com/pages/Distinctly-Kelowna-Tours/119063341508121,https://twitter.com/#!/@KelownaWineTour,49.8272,-119.6289
4543485,Archer's Sport Fishing,Activities_Attractions,A&A - Activities,705 South Island Hwy Pier 1 Fishermans Wharf,Campbell River,Vancouver Island,705 Island Hwy,V9W2C2,http://www.archersfishing.com/,,,50.02184,-125.239
4566158,Coastal Wilderness Adventures Sportfishing,Activities_Attractions,A&A - Activities,Moorage At Fishermans Warf 705 Island Hwy,Campbell River,Vancouver Island,Ocean Boat Leaves From the Coast Marina,V9W2C2,http://www.coastwild.com,https://www.facebook.com/CoastalWildernessAdventures,,50.02718,-125.2422
900308612,Kootenay Adaptive Sport Association,Activities_Attractions,A&A - Activities,409 Broadway Street West,Nakusp,Kootenay Rockies,409 Broadway St,V0G1R0,https://kootenayadaptive.com/,https://www.facebook.com/kootenayadaptive,https://twitter.com/koot_adaptive,50.23927,-117.8032
900309028,Tofino Paddle Surf,Activities_Attractions,A&A - Activities,"1119 Pacific Rim Hwy Tin Wis Best Western Resort, Mckenzie Beach",Tofino,Vancouver Island,"1119 Pacific Rim Hwy Tin Wis Best Western Resort, Mckenzie Beach",V0R2Z0,https://tofinopaddlesurf.com/,https://www.facebook.com/TofinoPaddleSurf/,,49.13097,-125.9007
900309251,Merge Curated Goods,Activities_Attractions,A&A - Activities,305B Campbell Street,Tofino,Vancouver Island,305B Campbell St. Alley behind CIBC bank,V0R2Z0,https://shopmerge.ca/,,,49.15253,-125.9079
900309252,Tofino Yoga,Activities_Attractions,A&A - Activities,736 Ocean Park Drive,Tofino,Vancouver Island,736 Ocean Park Dr,V0R2Z0,https://www.tofinoyoga.com/,https://www.facebook.com/yogatofino,https://twitter.com/tofino_yoga,49.12738,-125.8928
900309331,Mr Bannock,Activities_Attractions,A&A - Restaurants,226 Lawa Rd,West Vancouver,Vancouver Coast & Mountains,,V7P1N9,https://www.mrbannock.com,,,49.31645,-123.0878
900309339,Leaf Modern Gallery,Activities_Attractions,A&A - Attractions,2624 Bridge Street,Victoria,Vancouver Island,2624 Bridge St,V8T4S9,https://leafmodern.ca/,,,48.43674,-123.3734
900309428,Bikes & Bites,Activities_Attractions,A&A - Activities,1030 Main Street,Valemount,Thompson Okanagan,1030 Main Street,V0E2Z0,https://www.bikevalemount.ca/,,,52.83329,-119.2584
4547591,Rocky Creek Winery,Activities_Attractions,A&A - Attractions,1854 Myhrest Rd,Cowichan Bay,Vancouver Island,1854 Myhrest Rd,V0R1N1,https://www.rockycreekwinery.ca,https://www.facebook.com/pages/Rocky-Creek-Winery/,http://twitter.com/rockycreekwines,48.72472,-123.6285
4555774,Stoneboat Vineyards,Activities_Attractions,A&A - Attractions;A&A - Wineries,365 Orchard Grove Lane,Oliver,Thompson Okanagan,356 Orchard Grove Rd,V0H1T0,http://www.stoneboatvineyards.com,https://www.facebook.com/stoneboatvineyards,https://twitter.com/stoneboat,49.13878,-119.5657
4554970,Moon Curser Vineyards,Activities_Attractions,A&A - Attractions;A&A - Wineries,3628 Hwy 3 E,Osoyoos,Thompson Okanagan,3628 Hwy 3 E,V0H1V0,https://www.mooncurser.com/,https://www.facebook.com/pages/Moon-Curser-Vineyards/290861440946377,https://twitter.com/mooncurser,49.03386,-119.4309
4566829,La Vieux Pin Winery,Activities_Attractions,A&A - Attractions,5496 Black Sage Rd,Oliver,Thompson Okanagan,5496 Black Sage Rd,V0H1T1,https://levieuxpin.ca/,https://www.facebook.com/LeVieuxPin,http://twitter.com/@levieuxpin,49.15915,-119.5378
4546939,Isabella Winery,Activities_Attractions,A&A - Attractions,11491 River Rd,Richmond,Vancouver Coast & Mountains,11491 River Rd,V6X1Z6,http://www.isabellawinery.com,,,49.19729,-123.0964
900309513,Island Romer Adventures,Activities_Attractions,A&A - Activities,5791 Broadway Road,Nanaimo,Vancouver Island,Neck Point,V9V1E9,https://www.islandromer.com/,https://www.facebook.com/islandromeradventures/,,49.2359,-124.0156
4547829,Riverside Adventures,Activities_Attractions,A&A - Activities,"58 F Young Rd, Old Town Centre Clearwater Plaza By Government Liquor Store",Clearwater,Thompson Okanagan,42 Young Rd.,V0E1N2,http://wellsgrayrafting.ca/,http://www.facebook.com/pages/Riverside-Adventures/225101347519662?ref=hl#!/pages/Riverside-Adventures/225101347519662?fref=ts,http://twitter.com/@raftwellsgray,51.64603,-120.0717
4577344,Ladysmith Waterfront Art Gallery,Activities_Attractions,A&A - Attractions,610 Oyster Bay Drive,Ladysmith,Vancouver Island,610 Oyster Bay Drive,V9G1K4,http://www.ladysmithwaterfrontgallery.com/,,,48.99516,-123.8156
4547148,Pacific Breeze Winery,Activities_Attractions,A&A - Attractions,320 Stewardson Way,New Westminster,Vancouver Coast & Mountains,6-320 Stewardson Way,V3M6C3,http://www.pacificbreezewinery.com,https://www.facebook.com/pages/Pacific-Breeze-Winery/66013556617,https://twitter.com/PBWinery_Team,49.20267,-122.9269
4566264,Robin Ridge Winery,Activities_Attractions,A&A - Attractions;A&A - Wineries,2686 Middle Bench Rd,Keremeos,Thompson Okanagan,2686 Middle Bench Rd,V0X1N2,http://www.robinridgewinery.com,https://www.facebook.com/pages/Robin-Ridge-Winery/116325645138134,https://twitter.com/robinridgewine,49.21191,-119.8103
4570086,Quinta Ferreira Estate Winery,Activities_Attractions,A&A - Attractions;A&A - Wineries,34664-71st Street,Oliver,Thompson Okanagan,6094 Black Sage Rd,V0H1T0,http://www.quintaferreira.com,,,49.17932,-119.539
900309597,North Van Arts (North Vancouver Community Arts Council),Activities_Attractions,A&A - Attractions,335 Lonsdale Avenue,North Vancouver,Vancouver Coast & Mountains,335 Lonsdale Ave,V7M2G3,https://northvanarts.ca/,https://www.facebook.com/northvanarts,https://twitter.com/northvanarts,49.31405,-123.0768
900309992,Bespoke Spirits House,Activities_Attractions,A&A - Attractions,105- 425 Stanford Avenue East,Parksville,Vancouver Island,425 Stanford Ave E 105,V9P1V9,https://www.bespokespiritshouse.com/,,,49.31886,-124.3132
4544882,Covert Farms Family Estate,Activities_Attractions,A&A - Activities;A&A - Attractions,300 Covert Place,Oliver,Thompson Okanagan,300 Covert Pl,V0H1T5,http://www.covertfarms.ca,https://www.facebook.com/covertfarmsorganics?ref=hl,https://twitter.com/covertorganics,49.24501,-119.5541
4549132,Hydra River Guides,Activities_Attractions,A&A - Activities,2936 Kicking Horse Rd,Golden,Kootenay Rockies,211 Bear Street Shop 104,V0A1H0,http://www.raftbanff.com,https://www.facebook.com/pages/Hydra-River-Guides/103894236308414,,51.17683,-115.5727
4581050,Wild Whales Vancouver,Activities_Attractions,A&A - Activities,1806 Mast Tower Rd,Vancouver,Vancouver Coast & Mountains,1806 Mast Tower Rd Granville Island,V6H4B6,http://www.whalesvancouver.com,https://www.facebook.com/WildWhales,http://twitter.com/wildwhalesvan,49.27132,-123.1365
4547783,Victoria Butterfly Gardens,Activities_Attractions,A&A - Activities,1461 Benvenuto Avenue,Brentwood Bay,Vancouver Island,1461 Benvenuto Ave,V8M1J5,http://www.butterflygardens.com,http://www.facebook.com/butterfly.gardens,http://twitter.com/bflygrdns,48.56483,-123.4389
900287559,Okanagan Wine And Orchard Museum,Activities_Attractions,A&A - Attractions,1304 Ellis Street,Kelowna,Thompson Okanagan,1304 Ellis St Laurel Packinghouse,V1Y1Z8,https://www.kelownamuseums.ca/museums/okanagan-wine-orchard-museum/,https://www.facebook.com/kelowna.museums.society,https://www.twitter.com/kelownamuseums,49.89157,-119.4938
900287691,Cove Adventure Tours,Activities_Attractions,A&A - Activities,8640 Granville St,Port Hardy,Vancouver Island,8640 Granville St Suite 498,V0N2P0,http://www.coveadventuretours.com,,,50.72229,-127.4914
900287660,Vancouver Toonie Tours,Activities_Attractions,A&A - Activities,800 Robson Street,Vancouver,Vancouver Coast & Mountains,101-123 Cambie St,V6Z2V7,https://www.toonietours.ca,https://www.facebook.com/toonietours,https://www.twitter.com/toonietours,49.28455,-123.1088
900281682,Barkerville Brewing Co.,Activities_Attractions,A&A - Attractions,185 Davie St,Quesnel,Cariboo Chilcotin Coast,185 Davie St,V2J2S8,http://barkervillebeer.com/,http://www.facebook.com/BarkervilleBeer,http://twitter.com/barkervillebeer,52.97542,-122.4932
900287882,Manning Park Resort,Activities_Attractions,Ski - Cross Country Skiing,7500 British Columbia 3,E.C. Manning Provincial Park,Vancouver Coast & Mountains,7500 Hwy 3,V0X1R0,https://manningpark.com/,https://www.facebook.com/manningparkresort,https://twitter.com/Manningpark,49.06358,-120.7864
900287969,Ukama Gallery,Activities_Attractions,A&A - Attractions,1802 Maritime Mews,Vancouver,Vancouver Coast & Mountains,1802 Maritime Mews Granville Island,V6H3X2,https://www.ukama.ca/,,,49.27098,-123.1361
4542388,The Spa at Delta Victoria,Activities_Attractions,A&A - Activities,100 Harbour Road,Victoria,Vancouver Island,100 Harbour Road,V9A0G1,https://www.marriott.com/hotels/hotel-information/fitness-spa-services/yyjvo-delta-hotels-victoria-ocean-pointe-resort/,https://www.facebook.com/thespadelta,,48.42806,-123.3749
900281684,A Taste of Victoria Food Tours,Activities_Attractions,A&A - Tours,1701 Douglas St,Victoria,Vancouver Island,1701 Douglas Street Victoria Public Market,V8W2G7,https://www.atasteofvictoriafoodtours.com/contact.html,https://www.facebook.com/atasteofvictoria,,48.42975,-123.3643
900288868,Fantasea Charters,Activities_Attractions,A&A - Tours,1106 Wharf Street,Victoria,Vancouver Island,1006A Wharf St. Victoria's Inner Harbour,V8W1T2,http://www.fantaseacharters.com/,,,48.42428,-123.3708
900281687,Cheers Okanagan Tours,Activities_Attractions,A&A - Tours,1302 Morgan Rd,Kelowna,Thompson Okanagan,1302 Morgan Rd,V1X1V8,https://www.cheersokanagantours.com,https://www.facebook.com/CheersOkanagan/,,49.88689,-119.4113
900281688,Shawnigan Lake Museum,Activities_Attractions,A&A - Attractions,1775 Shawnigan Lake-Mill Bay Rd,Shawnigan Lake,Vancouver Island,1775 Shawnigan-Mill Bay Road,V0R2W0,http://www.shawniganlakemuseum.com,https://www.facebook.com/ShawniganLakeMuseum/,https://twitter.com/ShawniganMuseum/,48.65379,-123.6234
900285778,Wayward Distillation House,Activities_Attractions,A&A - Attractions,2931 Moray Ave,COURTENAY,Vancouver Island,2931 Moray Ave,V9N7S7,https://www.waywarddistillery.com,https://www.facebook.com/WaywardDistillery,https://twitter.com/waywarddistills,49.66913,-124.9844
900289059,Riot Brewing Co.,Activities_Attractions,A&A - Attractions,101A-3055 Oak St,Chemainus,Vancouver Island,101A-3055 Oak St,V0R1K1,http://www.riotbrewing.com,https://www.facebook.com/RiotBrewingCo/,,48.92641,-123.728
900289139,Cranbrook History Centre,Activities_Attractions,A&A - Attractions,57 Van Horne St S Box 400,Cranbrook,Kootenay Rockies,57 Van Horne Street,V1C1Y7,http://www.cranbrookhistorycentre.com/,www.facebook.com/cranbrookhistorycentre,,49.51084,-115.7741
100005,H.R. MacMillan Space Centre,Activities_Attractions,A&A - Attractions,1100 Chestnut St,Vancouver,Vancouver Coast & Mountains,1100 Chestnut St,V6J3J9,http://www.spacecentre.ca,https://www.facebook.com/MacMillanSpaceCentre,http://twitter.com/askanastronomer,49.27619,-123.1444
4547679,Golden Museum,Activities_Attractions,A&A - Attractions,1302 11th Ave S,Golden,Kootenay Rockies,1302 11th Avenue South Box 992,V0A1H0,https://goldenbcmuseums.com/,https://www.facebook.com/pages/Golden-Museum-and-Archives/150197378373720,,51.29218,-116.9612
4578257,Columbia Wetlands Outpost,Activities_Attractions,A&A - Tours,2629 Hwy 95,Parson,Kootenay Rockies,2629 95 Hwy,V0A1L0,https://www.columbiawetlandsoutpost.com/,https://www.facebook.com/ColumbiaWetlandsAdventures,,51.12741,-116.7352
900281690,Warrior Fishing Charters,Activities_Attractions,A&A - Activities,6971 West Coast Road,Sooke,Vancouver Island,6971 West Coast Rd,V9Z0V1,http://www.warriorfishingcharters.com/,,,48.3657,-123.7282
900338059,All Around Gamerz - Prince George,Activities_Attractions,A&A - Attractions,1600 15th Avenue,Prince George,Northern British Columbia,1600 15th Ave Unit 125,V2L3X3,https://allaroundgamerz.com/,,,53.91092,-122.7559
900285834,"Lipont Art Centre, Lipont Place",Activities_Attractions,A&A - Attractions,4211 No. 3 Rd,Richmond,Vancouver Coast & Mountains,4211 No. 3 Rd,V6X2C3,http://www.lipontplace.com/,,,49.183,-123.1372
900286424,Mountain Galleries at the Fairmont,Activities_Attractions,A&A - Attractions,4599 Chateau Blvd,Whistler,Vancouver Coast & Mountains,4599 Chateau Blvd Lower Level of the Fairmont Chateau - Across from Portobello Restaurant,V0N1B4,http://www.mountaingalleries.com,,,50.11667,-122.9463
900289158,The Enchanted Forest,Activities_Attractions,A&A - Attractions,7060 Trans-Canada Highway,Malakwa,Thompson Okanagan,7060 Trans-Canada Highway Box 2938,V0E2J0,https://www.enchantedforestbc.com/,https://www.facebook.com/bcenchantedforest,,50.97559,-118.5506
900289220,Klaassen Farms Ltd.,Activities_Attractions,A&A - Attractions,7899 Prest Road,Chilliwack,Vancouver Coast & Mountains,51211 Chilliwack Central Rd Exit 129,V4Z1C5,http://chilliwackblueberries.com/,https://www.facebook.com/chilliwackblueberries/,https://twitter.com/KlaassenFarms,49.16142,-121.8068
4577678,Tally-Ho Carriage Tours,Activities_Attractions,A&A - Tours,465 Belleville St,Victoria,Vancouver Island,Corner of Belleville and Menzies Streets,V8V1X3,http://www.tallyhotours.com,http://www.facebook.com/TallyHoCarriages,,48.42082,-123.371
4577593,Crabby's Fishing Charters,Activities_Attractions,A&A - Activities,2176 Salmon Point Road,Campbell River,Vancouver Island,2176 Salmon Point Rd,V9H1E5,http://www.crabbyscharters.com,https://www.facebook.com/CrabbysFishingCharters?ref=hl,,49.88899,-125.1282
4553930,Crystal Cabin Gallery,Activities_Attractions,A&A - Activities;A&A - Attractions,778 Richardson Rd,Tlell,Northern British Columbia,778A Richardson Road,V0T1Y0,http://www.crystalcabingallery.com,https://www.facebook.com/CrystalCabinGallery/,https://twitter.com/CrystalCabin,53.56351,-131.9429
900281742,Fort St. James National Historic Site,Activities_Attractions,A&A - Attractions,280 Kwah Rd W,Fort St. James,Northern British Columbia,280 Kwah Road West,V0J1P0,https://www.pc.gc.ca/en/lhn-nhs/bc/stjames/index,https://www.facebook.com/pages/Fort-St-James-National-Historic-Site/152270304810858,,54.44055,-124.2556
4570121,Swirl Wine Store - Yaletown,Activities_Attractions,A&A - Activities,1185 Mainland St,Vancouver,Vancouver Coast & Mountains,1185 Mainland St Swirl Wine Store - Yaletown,V6X0A5,http://www.swirlwinestore.ca,https://www.facebook.com/pages/Swirl-Wine-Store-Yaletown/196340713730293,https://twitter.com/SwirlYaletown,49.27488,-123.1219
900288418,Head-Line Mountain Holidays - Day Tours,Activities_Attractions,A&A - Activities,,whistler,Vancouver Coast & Mountains,,V0N1T0,https://headlinemountainholidays.com/,https://www.facebook.com/Headlineholidays/,,50.16904,-122.9069
900288751,Willow Stream Spa (The Fairmont Empress),Activities_Attractions,A&A - Activities,633 Humboldt St,Victoria,Vancouver Island,633 Humboldt St,V8W1A6,http://www.fairmont.com/empress-victoria/willow-stream/,,,48.4225,-123.3673
4570118,Swirl Wine Store - White Rock,Activities_Attractions,A&A - Activities,15222 North Bluff Rd,White Rock,Vancouver Coast & Mountains,15222 North Bluff Rd,V4B3E6,http://www.swirlwinestore.ca,http://facebook.com/swirlwinestores,http://twitter.com/swirlwinestore,49.03099,-122.8002
4566984,Skydive Vancouver,Activities_Attractions,A&A - Activities,5112 Gladwin Rd,Abbotsford,Vancouver Coast & Mountains,5112 Gladwin Rd,V4X1X8,http://www.vancouver-skydiving.bc.ca,https://www.facebook.com/skydivevancouver.ca,,49.0954,-122.3134
900012353,Bench 1775 Estate Winery,Activities_Attractions,A&A - Wineries,1775 Naramata Rd,Penticton,Thompson Okanagan,1775 Naramata Rd,V2A8T8,http://www.bench1775.com,,https://twitter.com/bench1775,49.54758,-119.5741
4572558,Cassini Cellars,Activities_Attractions,A&A - Attractions;A&A - Wineries,32056 Hwy 97,Oliver,Thompson Okanagan,32056 Hwy 97,V0H1T0,http://www.cassini.ca,https://www.facebook.com/pages/Cassini-Cellars/115898381801016,,49.13606,-119.5815
4570061,Clos du Soleil Winery,Activities_Attractions,A&A - Attractions;A&A - Wineries,2568 Upper Bench Rd,Keremeos,Thompson Okanagan,2568 Upper Bench Rd,V0X1N4,http://www.closdusoleil.ca,https://www.facebook.com/ClosduSoleil,https://twitter.com/closdusoleil,49.21299,-119.7915
4547348,Starlight Casino,Activities_Attractions,A&A - Activities,350 Gifford St,New Westminster,Vancouver Coast & Mountains,350 Gifford St,V3M7A3,http://www.starlightcasino.ca/,,http://twitter.com/starlightcasino,49.18707,-122.9544
4542716,Kilby Historic Site,Activities_Attractions,A&A - Attractions,215 Kilby Road,Harrison Mills,Vancouver Coast & Mountains,215 Kilby Road School Road,V0M1L0,http://www.kilby.ca,https://Facebook.com/kilbyhistoricsite,https://twitter.com/kilbyhistoricsi,49.23576,-121.9573
900286863,Jones Distilling,Activities_Attractions,A&A - Activities,616 3 Street West,Revelstoke,Kootenay Rockies,616 Third Street West,V0E2S1,http://www.jonesdistilling.com/home,,,51.00117,-118.2024
900286872,Beach House Theatre,Activities_Attractions,A&A - Attractions,12275 Sullivan Street,Surrey,Vancouver Coast & Mountains,3140 McBride Ave Our tents go up in the Blackie Spit Park parking lot every August,V4A3B7,https://www.facebook.com/beachhousetheatre/,,,49.06015,-122.8793
900286911,Tofino Clayoquot Heritage Museum,Activities_Attractions,A&A - Attractions,331 Main StreetLower Level of the Royal Canadian Legion,Tofino,Vancouver Island,331 Main Street Below the Royal Canadian Legion Branch #65,V0R2Z0,https://www.tofinomuseum.ca/,,,49.15364,-125.9076
4567161,AG-Fish Enterprises Salmon Fishing Charter,Activities_Attractions,A&A - Activities,Quathiaski Cove,Quadra Island,Vancouver Island,Quathiaski Cove Road Quathiaski Cove,V0P1N0,http://www.agfish.net/,https://www.facebook.com/#!/agfishing,,50.04229,-125.2159
900286913,Discovery West Adventures,Activities_Attractions,A&A - Activities,15021 Brown's Bay Road,Campbell River,Vancouver Island,15021 Browns Bay Rd,V9H1N9,http://www.discoverywest.ca,https://www.facebook.com/discoverywestadventures,,50.16219,-125.3735
4592975,Liquidity Wines,Activities_Attractions,A&A - Attractions;A&A - Restaurants,4720 Allendale Road,Okanagan Falls,Thompson Okanagan,4720 Allendale Rd,V0H1R2,http://www.liquiditywines.com,https://www.facebook.com/liquiditywines,https://twitter.com/liquiditywines,49.32452,-119.5478
4566219,Meyer Family Vineyards,Activities_Attractions,A&A - Attractions;A&A - Wineries,4287 McLean Creek Rd,Okanagan Falls,Thompson Okanagan,4287 McLean Creek Rd,V0H1R1,http://www.mfvwines.com,https://www.facebook.com/MeyerFamilyVineyards,https://twitter.com/mfvwines,49.33735,-119.5487
4583613,Monster Vineyards,Activities_Attractions,A&A - Wineries,1010 Tupper Ave,Penticton,Thompson Okanagan,1010 Tupper Ave,V2A8S5,http://www.monstervineyards.com,,https://twitter.com/monsterwines,49.50914,-119.5744
4580845,Moraine Estate Winery,Activities_Attractions,A&A - Wineries,1865 Naramata Rd,Penticton,Thompson Okanagan,1865 Naramata Rd,V2A8T9,http://www.morainewinery.com,http://www.facebook.com/MoraineEstateWinery,http://twitter.com/@morainewinery,49.54849,-119.5702
4566719,Painted Rock Estate Winery,Activities_Attractions,A&A - Attractions;A&A - Wineries,400 Smythe Dr,Penticton,Thompson Okanagan,400 Smythe Dr,V2A8W6,http://www.paintedrock.ca,https://www.facebook.com/paintedrock?rf=205714386116319,http://twitter.com/@PaintedRockJohn,49.42839,-119.5706
4572564,Seven Stones Winery,Activities_Attractions,A&A - Attractions;A&A - Wineries,1143 Hwy 3,Cawston,Thompson Okanagan,1143 Hyw 3,V0X1C3,http://www.sevenstones.ca,,,49.09364,-119.7144
4566810,Young & Wyse Collection,Activities_Attractions,A&A - Activities;A&A - Wineries,9503 - 12th Ave,Osoyoos,Thompson Okanagan,9503 12th Ave,V0H1V1,http://www.youngandwysewine.com,,https://twitter.com/ywcollection,49.0038,-119.4638
